num,importe_total,numero_factura,cif,dni,cp,potencia_contratada,consumo,initial_date,final_date,nuevo_consumo,nuevo_cif,fecha_cargo,nombre_cliente
287,"96,79",OP8778350614,A65445033,77658545B,"['42216', '42216', '42216', '08039']","4,742",294.0,25.09.1996,24.11.1996,294.0,A65445033,29.11.1996,René Guardiola Alcocer
288,"291,44",M8720728603,B02494375,68086907F,"['02006', '19321', '02006']","3,394",978.0,11.01.2019,12.03.2019,978.0,B02494375.,17.03.2019,OBERÓN SALA HEREDIA
289,"187,58",ZJ1566665502,B75106500,19937246H,"['20600', '42341', '20600']","2,770",624.0,03.07.1992,01.09.1992,624.0,B75106500.,06.09.1992,BENIGNO FERRER GALLEGOS
290,"14,65",JD2142832246,B88635289,64996878M,"['07220', '07220', '07220', '28039']","2,074",17.0,23.06.2007,23.07.2007,17.0,B88635289,28.07.2007,Aquilina Mena Valencia
291,"79,29",PP1296548737,B11000783,39912033H,"['11140', '11140', '33812', '33812', '33812', '11140', '11140']","3,85",236.0,17.12.2012,15.02.2013,236.0,B11000783,20.02.2013,FEBE SOL SUÁREZ
292,"117,62",CO2595268744,[],58278333J,17250,"4,812",403.0,24.08.1998,23.09.1998,403.0,CH243039,28.09.1998,KALIL OBREGÓN PALAZUELOS
293,"160,91",P1993823819,B98516693,46346870F,"['46013', '05299', '46013']","4,022",525.0,08.01.2009,07.02.2009,525.0,B98516693.,12.02.2009,LEONIDAS AHUMADA MEDRANO
294,"173,15",RR8190626703,B95868188,31991875W,"['32300', '32300', '32300', '48950']","2,271",627.0,26.07.1998,25.08.1998,627.0,B95868188,30.08.1998,MOHAMED SOTOMAYOR VALDIVA
295,"21,15",J1646623188,B82410549,27775610M,"['28004', '13600', '28004']","4,286",7.0,15.01.1996,14.02.1996,7.0,B82410549.,19.02.1996,VICENTE HIERRO VELASCO
296,"106,02",QF7355217345,[],37595295R,"['09128', '76563', '41080']","3,982",387.0,21.06.1990,21.07.1990,387.0,GB243609761,26.07.1990,Zacarías Cevedo Valentín
297,"51,38",C3123013629,B66296401,82061073V,"['08760', '08760', '33813', '33813', '33813', '08760', '08760']","4,12",68.0,06.06.2004,05.08.2004,68.0,B66296401,10.08.2004,Icaro Dueñas Barba
298,"356,47",Q1828091838,B67580100,53628247K,"['37311', '37311', '37311', '08911']","2,921",1200.0,26.10.2011,25.12.2011,1200.0,B67580100,30.12.2011,Soraya Izquierdo Batalla
299,"122,66",UQ3806518487,B04738209,77042799K,"['09271', '09271', '09271', '04005']","4,700",456.0,08.10.2005,07.11.2005,456.0,B04738209,12.11.2005,CONCHA BUSTAMANTE VELARDE
300,"65,18",J7014618027,B27779818,50242493M,"['36206', '26212', '36206', '40853', '41080']","4,209",170.0,09.03.1999,08.04.1999,170.0,B27779818,13.04.1999,Kali Heredia Sandoval
301,"61,50",UN7096177643,B73817033,85779558T,"['31711', '31711', '31711', '30150']","3,923",190.0,16.12.2003,15.01.2004,190.0,B73817033,20.01.2004,Norberta De Aguilar Carranza
302,"267,26",D5342355394,B66286634,93121468B,"['36658', '36658', '36658', '08242']","5,107",852.0,27.07.2010,25.09.2010,852.0,B66286634,30.09.2010,Arquímedes Barba Bautista
303,"68,70",R4041742688,B90486572,53736826V,"['41089', '41089', '24500', '24500', '24500', '41089', '41089']","4,08",173.0,12.11.2007,12.12.2007,173.0,B90486572,17.12.2007,PLUTÓN BENÍTEZ ESTÉVEZ
304,"139,79",Q9272279827,B87579769,89485715Y,"['24739', '24739', '24739', '28036']","3,758",424.0,11.03.2015,10.05.2015,424.0,B87579769,15.05.2015,HILDEMARO ESCOVAR MINAS
305,"71,38",DD2266495545,A73137788,13559903T,"['12001', '10910', '12001']","3,930",183.0,23.02.1997,25.03.1997,183.0,A73137788.,30.03.1997,RAMOS SANTIAGO TRUJILLO
306,"212,13",H9211727969,A82808007,47899237N,"['12594', '12594', '12594', '28001']","4,434",586.0,21.09.1995,21.10.1995,586.0,A82808007,26.10.1995,HERMINIA CORDERO TALAVERA
307,"187,29",SX2334547331,B04827101,57875866T,"['04005', '09572', '04005']","4,791",522.0,12.12.2012,10.02.2013,522.0,B04827101.,15.02.2013,ATALA CÉSPEDES CASAS
308,"71,46",N4190705693,B98719503,39820790Q,"['03792', '03792', '03792', '56097', '56048', '46900']","5,885",78.0,10.06.2011,09.08.2011,78.0,B98719503,14.08.2011,Wareen Palomar Talavera
309,"61,49",AE8011252621,B25818733,94005317Q,"['25173', '20018', '25173', '15423', '41080']","4,699",171.0,11.07.2003,10.08.2003,171.0,B25818733,15.08.2003,Petunia Céspedes Vivero
310,"143,99",CW3440470478,B90053232,53256161Y,"['22162', '22162', '22162', '41300']","4,276",586.0,12.12.2021,10.02.2022,586.0,B90053232,15.02.2022,Silesio Gavilán Peraza
311,"133,97",W9820210862,B73704405,36393225A,"['09510', '09510', '09510', '30709']","4,053",426.0,27.02.1994,28.04.1994,426.0,B73704405,03.05.1994,Celestino Estrada Santiago
312,"44,89",CN1590213980,F94090792,60956042Q,"['37408', '37408', '37408', '36619']","2,587",166.0,29.01.1995,28.02.1995,166.0,F94090792,05.03.1995,CARMELA BORGES DE LA NUEZ
313,"39,80",TJ6541366132,B42555284,28474158C,"['03190', '34480', '03190']","4,269",86.0,20.11.1999,20.12.1999,86.0,B42555284.,25.12.1999,GONZALO URRUTIA DE LA ROSA
314,"18,90",E8767531181,B65940322,52287914J,"['08292', '07650', '08292', '14788', '41080']","2,510",0.0,27.03.2007,26.05.2007,0.0,B65940322,31.05.2007,Candela Valle Sandino
315,"88,93",II3334855142,A28559573,11202911W,"['28108', '16638', '28108']","5,529",196.0,16.05.1997,15.06.1997,196.0,A28559573.,20.06.1997,Prometeo Guillén Medina
316,"197,90",QT7578630955,B47770656,82472462M,"['47015', '06184', '47015']","3,782",540.0,13.02.2021,14.04.2021,540.0,B47770656.,19.04.2021,Payo Palomar Galindo
317,"242,97",HS3977118868,A94071727,27809776Q,"['36700', '35508', '36700']","5,679",728.0,04.05.2015,03.07.2015,728.0,A94071727.,08.07.2015,Leonilda Hernández Daniel
318,"341,24",KE6234789761,B55703300,57841986E,"['43206', '43206', '47012', '47012', '47012', '43206', '43206']","6,04",980.0,07.11.2017,06.01.2018,980.0,B55703300,11.01.2018,Eleuterio Moscoa Venegas
319,"43,46",R5626749274,A22004675,37949960Y,"['23330', '23330', '23330', '36700']","3,655",115.0,10.12.1992,09.01.1993,115.0,A22004675,14.01.1993,Oliverio Peraza Juárez
320,"277,77",A6879036262,B86126562,34964295V,"['19490', '19490', '19490', '28002']","3,670",696.0,15.07.1999,13.09.1999,696.0,B86126562,18.09.1999,MIDAS JIMÉNEZ VILLASEÑOR
321,"48,39",ET1945647305,B73748097,14805974T,"['30800', '19275', '30800']","3,899",128.0,12.09.2006,12.10.2006,128.0,B73748097.,17.10.2006,SIMPLICIO OSORIO OBELLÓN
322,"93,49",EX2161184728,B24224248,91902708K,"['24380', '44133', '24380']","4,729",316.0,07.11.2009,07.12.2009,316.0,B24224248.,12.12.2009,Rufo Talavera Alzate
323,"74,79",B2739936261,A65067332,73868265Q,"['28033', '28033', '06182', '06182', '06182', '28033', '28033']","5,20",100.0,25.03.2011,24.05.2011,100.0,A65067332,29.05.2011,LORNA ARGÜELLES VILLAREAL
324,"126,76",V5295078905,B66277138,56262844Z,"['08242', '13779', '08242']","5,210",429.0,14.02.2021,16.03.2021,429.0,B66277138.,21.03.2021,Natalia Ramón Usaga
325,"117,16",X5905776071,A61293387,18625266G,"['01307', '01307', '01307', '08922']","5,315",340.0,01.12.2014,30.01.2015,340.0,A61293387,04.02.2015,Sabra Galindo Calleja
326,"95,08",T7906180259,A81798480,62168909R,"['28045', '45109', '28045']","2,720",254.0,27.08.1994,26.10.1994,254.0,A81798480.,31.10.1994,Hernando Granados Sala
327,"191,23",VZ7954471064,B91899179,82313879F,"['27258', '27258', '27258', '41130']","3,411",534.0,27.01.1992,27.03.1992,534.0,B91899179,01.04.1992,VISITACIÓN FUNEZ RUIZ
328,"82,20",NO9319712089,B87205977,83787506R,"['28023', '32134', '28023']","5,391",229.0,16.05.2020,15.06.2020,229.0,B87205977.,20.06.2020,Renán Rangel Manuel
329,"179,46",CC9365717329,B57688731,50631844N,"['05240', '05240', '05240', '07013']","6,116",534.0,07.03.1996,06.05.1996,534.0,B57688731,11.05.1996,Jezabel Núñez Pino
330,"248,51",L4007050749,B55323091,81525448Q,"['17310', '17310', '39585', '39585', '39585', '17310', '17310']","2,99",870.0,10.06.2019,09.08.2019,870.0,B55323091,14.08.2019,NADIR CEVEDO MACÍAS
331,"200,32",II9862336657,A73444242,40059412J,"['28034', '28034', '42320', '42320', '42320', '28034', '28034']","2,74",670.0,29.07.2009,27.09.2009,670.0,A73444242,02.10.2009,Irineo Huerta Uribe
332,"249,58",A9924278454,B22411433,62507571B,"['22450', '40591', '22450']","2,959",842.0,22.04.2021,21.06.2021,842.0,B22411433.,26.06.2021,PEDRO SALINAS ZÚÑIGA
333,"83,03",H5816309175,B76741016,94042659Y,"['32612', '32612', '32612', '38330']","3,776",290.0,03.01.1998,02.02.1998,290.0,B76741016,07.02.1998,Friné Cuesta Zelaya
334,"83,15",BP3945726126,B82207275,62823310Y,"['28033', '24205', '28033']","5,259",230.0,15.10.2018,14.11.2018,230.0,B82207275.,19.11.2018,FLOR MALDONADO UVEDA
335,"70,31",VN9467476123,B87828679,36132435X,"['28044', '05191', '28044']","6,375",167.0,13.08.1994,12.09.1994,167.0,B87828679.,17.09.1994,Beatriz Salmón Céspedes
336,"165,82",OT8455059466,B40639692,91811749G,"['01165', '01165', '01165', '46138']","3,569",547.0,09.10.2013,08.11.2013,547.0,B40639692,13.11.2013,OITA LAFUENTE HERNÁNDEZ
337,"145,45",MH2790725201,B37572617,71027486J,"['13480', '13480', '13480', '37900', '37900']","5,394",306.0,28.05.1999,27.07.1999,306.0,B37572617,01.08.1999,GERMAIN DONATO MILANÉS
338,"180,67",L5775099407,B75229369,60517668E,"['28045', '28045', '32140', '32140', '32140', '28045', '28045']","6,48",406.0,21.09.2021,20.11.2021,406.0,B75229369,25.11.2021,Restituta Manzanal De la Fuente
339,"90,26",VO5324577914,B98729486,38433149B,"['42171', '42171', '42171', '46800']","3,748",235.0,24.08.1998,23.09.1998,235.0,B98729486,28.09.1998,Manolo Manzanal Ocampo
340,"26,92",TV1335458813,B76654771,17013629T,"['34128', '34128', '34128', '38110']","5,988",0.0,04.03.2019,03.04.2019,0.0,B76654771,08.04.2019,EDIT PAZ HIERRO
341,"19,89",K2403059874,A08431090,86803684M,"['28033', '28033', '15215', '15215', '15215', '28033', '28033']","2,38",0.0,30.07.2002,28.09.2002,0.0,A08431090,03.10.2002,TEODOSIA QUIJADA VILLAS
342,"213,96",YM7161356729,B98516693,80353767R,"['36309', '36309', '36309', '46013']","4,582",712.0,12.06.1994,11.08.1994,712.0,B98516693,16.08.1994,SOLANA PEÑA ESCOTO
343,"142,48",UA9206243865,B47762497,27165427N,"['47006', '47006', '30387', '30387', '30387', '47006', '47006']","4,22",430.0,16.07.2018,15.08.2018,430.0,B47762497,20.08.2018,LENIN URRUTIA NAVARRO
344,"17,61",Z4750437417,B88639059,89409390H,"['28691', '47494', '28691']","4,568",0.0,18.04.1999,18.05.1999,0.0,B88639059.,23.05.1999,POLINICE MANZANO HERNÁNDEZ
345,"329,88",C4386593487,B25819749,55124464L,"['25126', '12140', '25126']","4,335",988.0,05.07.2017,03.09.2017,988.0,B25819749.,08.09.2017,Luz Juárez Garrido
346,"185,28",E1504597461,B91794941,34375720N,"['33119', '33119', '33119', '41920']","1,493",562.0,13.10.2015,12.12.2015,562.0,B91794941,17.12.2015,ARIADNA LASTRETO SEBALLOS
347,"145,49",BL7205028841,B27512417,33889806L,"['27297', '08793', '27297', '78463', '41080']","4,450",296.0,05.08.2020,04.10.2020,296.0,B27512417,09.10.2020,NEREO NAVARO CEVALLOS
348,"40,18",A1569567949,B27728781,43947284B,"['28002', '27333', '28002']","4,120",188.0,03.07.2002,02.08.2002,188.0,B27728781.,07.08.2002,MELANIA ESTÉVEZ DUARTE
349,"276,35",VR6387439379,B95695136,32306670L,"['48991', '27760', '48991']","2,639",934.0,17.06.2009,16.08.2009,934.0,B95695136.,21.08.2009,LORENZA CUERVO BONILLA
350,"90,57",QS7674816555,B26558056,56374095Z,"['26001', '46814', '26001']","2,697",313.0,29.12.2011,28.01.2012,313.0,B26558056.,02.02.2012,FRIDA OLMEDO ESTRELLA
351,"105,40",MH1503120582,B02782563,66010895K,"['08503', '38398', '08503']","4,322",310.0,07.09.2005,07.10.2005,310.0,B02782563.,12.10.2005,WALDO BORGES DE LA ROSA
352,"38,91",Y9851087693,B88319587,53564117S,"['28046', '04569', '28046']","2,077",130.0,14.06.2004,14.07.2004,130.0,B88319587.,19.07.2004,TINA ESCAMILLA GALLEGOS
353,"111,99",JH3740206155,F46027298,95816629D,"['46168', '46168', '38632', '38632', '38632', '46168', '46168']","4,13",379.0,21.03.2020,20.04.2020,379.0,F46027298,25.04.2020,Febe Velarde Zamudio
354,"105,37",FE4120501604,B90031063,68901610G,"['41004', '41004', '29717', '29717', '29717', '41004', '41004']","4,02",322.0,26.11.2011,26.12.2011,322.0,B90031063,31.12.2011,LAURENTINO ECHEVERRÍA IBÁÑEZ
355,"42,59",IF8545254694,B70609136,77741419Q,"['15174', '12131', '15174', '86064', '41080']","4,743",0.0,01.06.2018,31.07.2018,0.0,B70609136,05.08.2018,Teofanía Padilla Mantilla
356,"31,79",J8372261144,B88407507,28856077R,"['28046', '45360', '28046']","3,793",0.0,29.01.2016,29.03.2016,0.0,B88407507.,03.04.2016,Aitana Sotelo Junco
357,"124,92",KJ1575251209,B55161400,11825211Z,"['17244', '36876', '17244']","5,056",346.0,21.07.2003,19.09.2003,346.0,B55161400.,24.09.2003,Tarsicio Fierro Domínguez
358,"160,47",GI9309530030,B98882111,55977758J,"['46230', '36688', '46230', '85955', '41080']","2,485",598.0,06.03.2016,05.04.2016,598.0,B98882111,10.04.2016,Ethel Cabrera Junco
359,"422,42",Z4774646327,B88298864,52282576B,"['28042', '27824', '28042']","4,619",1068.0,05.02.1995,06.04.1995,1068.0,B88298864.,11.04.1995,ILUMINADO TRUJILLO CUESTA
360,"87,13",E5017300108,B98583115,25592057A,"['46023', '43427', '46023']","2,702",328.0,24.10.1997,23.11.1997,328.0,B98583115.,28.11.1997,JACOBA DOMÍNGUEZ PALADINO
361,"114,08",HP6653307164,B85114098,75569821D,"['41770', '41770', '41770', '73070', '73071', '28806']","3,260",380.0,20.01.2004,20.03.2004,380.0,B85114098,25.03.2004,Adelina Campos Escoto
362,"33,72",ZV7596579518,A82405788,52311093P,"['27592', '27592', '27592', '20064', '28020', '20011']","4,319",0.0,24.12.2001,22.02.2002,0.0,A82405788,27.02.2002,NATALI GÁMEZ MARTÍNEZ
363,"94,77",HH9180400827,F46004750,33197716E,"['46610', '49699', '46610', '49699', '49699', '46610', '46610']","4,70",262.0,08.04.2007,07.06.2007,262.0,F46004750,12.06.2007,Pedro Cepeda Castellanos
364,"69,27",G1639832414,B53482774,55616981Z,"['50482', '50482', '50482', '03340']","5,708",120.0,20.08.2014,19.10.2014,120.0,B53482774,24.10.2014,MACEDONIO VERTI OZUNO
365,"127,47",R1859996368,A62420815,55287983P,"['08140', '32220', '08140']","5,693",350.0,19.04.2005,19.05.2005,350.0,A62420815.,24.05.2005,KARINA GÓMEZ SAGEL
366,"481,52",D6432658179,B31737422,83931654P,"['28108', '35369', '28108']","5,011",1418.0,06.10.1997,05.12.1997,1418.0,B31737422.,10.12.1997,HERMENEGILDO OSORIO AGUILAR
367,"56,25",J1426198771,[],24051567F,15347,"4,417",144.0,28.11.2002,28.12.2002,144.0,GB245122493,02.01.2003,GISELDA MORILLO OLMO
368,"178,70",O9388119828,A63952477,59766291D,"['08006', '24763', '08006']","4,789",628.0,29.06.2006,29.07.2006,628.0,A63952477.,03.08.2006,GUILLERMO LINARES ANAYA
369,"50,25",C4551332991,B36000917,72532096D,"['36600', '20860', '36600']","5,638",0.0,12.01.2005,13.03.2005,0.0,B36000917.,18.03.2005,Nazareno Peraza Paz
370,"79,07",LG7159184344,B01804400,30447607T,"['28045', '28045', '15140', '15140', '15140', '28045', '28045']","2,23",270.0,01.01.2001,31.01.2001,270.0,B01804400,05.02.2001,Rómulo Alcázar Garrido
371,"62,63",D6630611525,B44503407,81003752Y,"['12005', '40295', '12005']","3,907",116.0,14.05.1997,13.07.1997,116.0,B44503407.,18.07.1997,CLAUDIO FLORES DÁVILA
372,"47,83",O1778034497,B75229369,11833586V,"['28045', '28045', '10748', '10748', '10748', '28045', '28045']","4,83",40.0,09.09.1993,08.11.1993,40.0,B75229369,13.11.1993,Carlomagno Cuéllar Enríquez
373,"145,54",UK7168981331,B36350361,19242515W,"['36670', '41927', '36670']","4,440",408.0,04.01.2001,05.03.2001,408.0,B36350361.,10.03.2001,Gea Gayoso Solana
374,"43,54",M8324103284,B36000917,31135077T,"['36600', '48269', '36600', '91080', '41080']","3,614",123.0,03.02.2001,05.03.2001,123.0,B36000917,10.03.2001,NORA ESPINO ESCAMILLA
375,"379,78",F8743400179,B76741016,85262895D,"['38330', '42225', '38330']","2,975",1132.0,28.04.2013,27.06.2013,1132.0,B76741016.,02.07.2013,Bautista Minas Salazar
376,"235,30",DA3674202594,B87517017,50003530N,"['28010', '25736', '28010']","4,273",668.0,22.09.2006,21.11.2006,668.0,B87517017.,26.11.2006,LIONELA CABEZA ZALDÍVAR
377,"199,66",KQ8584527358,[],22493778P,"['08034', '08034', '11190', '11190', '11190', '08034', '08034']","2,57",760.0,26.12.1991,24.02.1992,760.0,N0060091F,29.02.1992,XENIA GAYTÁN ROBLES
378,"141,05",O8501127558,B98373269,86760062Z,"['46004', '46192', '46004', '30775', '41080']","5,317",354.0,20.11.2009,19.01.2010,354.0,B98373269,24.01.2010,Polinice Castañeda Pedroza
379,"26,43",LP5168953736,B99275851,22615912N,"['50003', '43154', '50003']","3,439",0.0,25.08.1996,24.10.1996,0.0,B99275851.,29.10.1996,Milagros Hidalgo Montero
380,"462,19",ZT5333655984,B86267630,82580008A,"['28010', '04230', '28010']","4,423",1270.0,09.01.1996,09.03.1996,1270.0,B86267630.,14.03.1996,ROSARIO PASTOR MINAS
381,"28,83",E8337214112,B64757602,27076441J,"['28020', '22587', '28020', '22587', '22587', '28020', '28020']","6,24",0.0,01.03.2000,31.03.2000,0.0,B64757602,05.04.2000,Kolman Naranjo Ponce
382,"32,55",FY1027044270,A17651829,61314237D,"['17500', '17500', '13400', '13400', '13400', '33091', '17500', '17500']","4,05",0.0,28.03.1998,27.05.1998,0.0,A17651829,01.06.1998,Vlademir Escoto Solís
383,"128,02",G7360883284,B25680083,99984366P,"['11690', '11690', '11690', '25230']","3,642",325.0,23.12.2014,22.01.2015,325.0,B25680083,27.01.2015,BARUCH CARVALLO ESPINO
384,"167,83",T8354826017,B93158293,13081468B,"['29370', '28818', '29370']","3,138",746.0,05.03.1997,04.05.1997,746.0,B93158293.,09.05.1997,Rosario Infante Montalbán
385,"271,06",ET2816665807,B74139429,92489249Q,"['33010', '33010', '06486', '06486', '06486', '33010', '33010']","3,57",1032.0,05.06.1993,04.08.1993,1032.0,B74139429,09.08.1993,ISAAC CORNEJO OLIVERA
386,"102,15",Z1712441244,[],21350990K,03816,"4,092",379.0,18.02.2017,20.03.2017,379.0,503264032,25.03.2017,José Manuel Solé Castañeda
387,"66,69",YM3740908258,A81948077,65411601S,"['28042', '10317', '28042', '25223', '41080']","4,636",178.0,14.06.2011,14.07.2011,178.0,A81948077,19.07.2011,Leonarda Solana Trejos
388,"39,49",VZ6330214627,B99340564,17552015W,"['50004', '50004', '32786', '32786', '32786', '50004', '50004']","4,28",0.0,13.04.2004,12.06.2004,0.0,B99340564,17.06.2004,Fina Caldera Barriga
389,"196,95",PO8702728873,B67065441,53021451B,"['10181', '10181', '10181', '08222']","5,399",592.0,10.01.2021,11.03.2021,592.0,B67065441,16.03.2021,IVO CÁRDENAS JUÁREZ
390,"48,43",C1640105658,F03013331,33413803R,"['02510', '02510', '02510', '03360']","3,821",154.0,07.10.2006,06.11.2006,154.0,F03013331,11.11.2006,Ezequiel Ibáñez Naranjo
391,"349,48",G9077836340,A11900057,68545874D,"['51002', '38916', '51002']","3,599",926.0,03.06.2013,02.08.2013,926.0,A11900057.,07.08.2013,Mario Quiroz Noriega
392,"35,45",D3328064030,B76302512,95743198V,"['35008', '35008', '24404', '24404', '24404', '35008', '35008']","3,24",94.0,07.03.2004,06.04.2004,94.0,B76302512,11.04.2004,Matusalén Cuesta Valdiva
393,"55,83",F6510307227,A85677466,10133757A,"['28760', '28760', '39491', '39491', '39491', '28760', '28760']","7,09",0.0,18.10.2007,17.12.2007,0.0,A85677466,22.12.2007,Febe  Navaro
394,"152,57",E8557228434,B55641708,16412449V,"['43206', '25550', '43206', '15985', '41080']","4,106",394.0,20.08.1992,19.10.1992,394.0,B55641708,24.10.1992,JUAN JESÚS SALCEDO ZAMBRANO
395,"103,21",HK1972260433,B66024464,76935051M,"['36449', '36449', '36449', '08173']","5,057",402.0,05.01.2017,04.02.2017,402.0,B66024464,09.02.2017,MADELAINE JURADO DE LA FUENTE
396,"190,52",H6862423314,B39540760,48973884F,"['39011', '27200', '39011', '63778', '41080']","3,562",790.0,14.05.2008,13.07.2008,790.0,B39540760,18.07.2008,Cinthia Anaya Ponce
397,"191,50",IX5520514544,B19318401,65729208S,"['25572', '25572', '25572', '12200']","5,973",428.0,02.11.2009,01.01.2010,428.0,B19318401,06.01.2010,Sansón Caldera Valentín
398,"60,23",Y1638277838,B25823006,52229481T,"['17244', '17244', '17244', '25550']","5,945",103.0,09.12.2006,08.01.2007,103.0,B25823006,13.01.2007,Mimi Vela Figueras
399,"72,58",H7636081296,B19595677,44211498R,"['46870', '15572', '46870']","3,919",245.0,01.10.1997,31.10.1997,245.0,B19595677.,05.11.1997,BARTOLO PRIETO CASAS
400,"84,51",B3014217800,B25467887,31022136N,"['25171', '49024', '25171']","3,196",269.0,17.02.2004,18.03.2004,269.0,B25467887.,23.03.2004,CELINA GUZMÁN ZACARÍAS
401,"40,21",NN8112783711,B55641708,80256802G,"['19328', '19328', '19328', '11010', '11031', '43206']","4,399",22.0,06.11.2018,05.01.2019,22.0,B55641708,10.01.2019,GERMANO ROSALES BONILLA
402,"270,76",B5241759088,A28013522,18043330Z,"['28294', '28294', '28294', '16013', '16048', '28034']","5,991",974.0,22.06.1995,21.08.1995,974.0,A28013522,26.08.1995,PALOMA URRUTIA ZELAYA
403,"45,91",S3318036264,B66101171,71509155Q,"['08174', '08174', '10392', '10392', '10392', '08174', '08174']","3,55",113.0,08.03.2005,07.04.2005,113.0,B66101171,12.04.2005,ORENCIO PORTILLO MIJARES
404,"198,17",I4222259164,B76730324,78562215B,"['38003', '07800', '38003']","4,127",666.0,26.12.1992,25.01.1993,666.0,B76730324.,30.01.1993,JUSTINIANO OLMEDA SALCEDO
405,"309,86",P4684067187,[],93885207N,"['00198', '22080', '22080', '22080', '00198', '00198']","3,83",918.0,11.04.2013,10.06.2013,918.0,5617841001,15.06.2013,MELITÓN GÓMEZ CUERVO
406,"127,45",J2996983907,B40605925,78755374Q,"['48003', '48003', '48003', '46900']","4,898",398.0,08.10.2020,07.11.2020,398.0,B40605925,12.11.2020,Ezequiel Puente Maduro
407,"170,87",B8470829054,B91405084,66734334H,"['41018', '24721', '41018']","2,891",680.0,28.06.2008,27.08.2008,680.0,B91405084.,01.09.2008,Plutarco Noble Milanés
408,"59,23",S8126402237,B25829904,86764622C,"['25002', '30333', '25002']","2,330",144.0,05.12.2017,03.02.2018,144.0,B25829904.,08.02.2018,Rocío Guardiola Noble
409,"156,22",PO5945159361,B64376395,51658136K,"['08589', '08589', '08589', '08221']","4,581",575.0,20.10.2015,19.11.2015,575.0,B64376395,24.11.2015,Leoncio Ibarra Lagunal
410,"241,22",J8594099722,A51031920,62796941H,"['08470', '08470', '08470', '51001']","4,558",876.0,03.07.1999,01.09.1999,876.0,A51031920,06.09.1999,ADONIS NIETO ZETINA
411,"78,19",H8995872026,B15552060,47720496G,"['15800', '15800', '17483', '17483', '17483', '11010', '15800', '15800']","2,39",267.0,09.11.2010,09.12.2010,267.0,B15552060,14.12.2010,Daiana Macedo Estrella
412,"158,83",UH1538457311,B01801778,19940257Q,"['20018', '09320', '20018']","5,140",506.0,11.08.2021,10.09.2021,506.0,B01801778.,15.09.2021,Igor Espino Aguilar
413,"140,96",Q5955492514,[],76962471D,33696,"4,62",390.0,14.11.1995,13.01.1996,390.0,A0061418J,18.01.1996,Velania Tejada Ahumada
414,"57,63",HO7533231145,B27512417,70909737R,"['18439', '18439', '18439', '27297']","6,058",124.0,24.05.2004,23.06.2004,124.0,B27512417,28.06.2004,BALDOMERO ALCÁZAR ORTEGA
415,"61,88",T1269020339,B88635289,39409532K,"['28039', '28039', '47005', '47005', '47005', '28039', '28039']","3,06",249.0,01.04.1994,01.05.1994,249.0,B88635289,06.05.1994,Lázaro De la Cuesta Santos
416,"203,53",BN4530965224,B99301822,18624402Z,"['50009', '50009', '37440', '37440', '37440', '50009', '50009']","3,85",834.0,15.11.2004,14.01.2005,834.0,B99301822,19.01.2005,Alina Martí Camareno
417,"85,70",IU6530383770,[],70869227V,28695,"3,78",272.0,30.01.2019,01.03.2019,272.0,GB799162671,06.03.2019,Margarita Pacheco Elizondo
418,"227,60",OX9307134522,B42544742,15389665C,"['44596', '44596', '44596', '03013']","2,638",714.0,06.05.2000,05.07.2000,714.0,B42544742,10.07.2000,CONSTANZA SARDINAS NAVARO
419,"236,01",H1241084507,B25818733,72546718A,"['25173', '40594', '25173']","4,041",946.0,10.05.2007,09.07.2007,946.0,B25818733.,14.07.2007,LESMES CUESTA AGUIRRE
420,"171,26",I8112757093,B65519647,53016452A,"['08029', '49697', '08029']","3,773",691.0,25.10.2006,24.11.2006,691.0,B65519647.,29.11.2006,TEODOSIA MOSCOA GALVÁN
421,"32,14",LH7679282661,A62338827,89757659K,"['20496', '20496', '20496', '08911']","4,112",0.0,14.08.2016,13.10.2016,0.0,A62338827,18.10.2016,Cordelia Agustín Verti
422,"134,17",PK8830990655,B81997439,51636234S,"['28001', '36309', '28001']","3,588",358.0,02.01.1990,01.02.1990,358.0,B81997439.,06.02.1990,ERNESTINA BONILLA MENESES
423,"98,96",T9317966163,[],92237709G,09567,"3,312",345.0,29.05.2014,28.06.2014,345.0,DK36201770.,03.07.2014,Sinforoso Silva Martínez
424,"197,46",HB7289275776,B16322042,20778380L,"['16320', '50213', '16320']","4,811",740.0,09.10.2019,08.12.2019,740.0,B16322042.,13.12.2019,SALVIANO MONTECINOS SOTOMAYOR
425,"86,29",LF8745134416,B62733126,22058942X,"['36829', '36829', '36829', '39011']","3,679",281.0,01.03.2019,31.03.2019,281.0,B62733126,05.04.2019,Katia Hurtado Lozano
426,"87,09",H3916077693,[],72130853R,03788,"5,105",154.0,11.02.2001,12.04.2001,154.0,5918271007,17.04.2001,ANTONIA BAÑOS PALADINO
427,"91,32",VX1279296211,B96599006,73417392N,"['46002', '45128', '46002']","0,756",390.0,14.10.2008,12.11.2008,390.0,B96599006.,17.11.2008,Natalia Prieto Alcázar
428,"370,18",QI3758241569,B66152851,60285516D,"['42368', '42368', '42368', '08221']","4,119",1096.0,03.12.2000,01.02.2001,1096.0,B66152851,06.02.2001,Teodomiro Alcázar Daniel
429,"239,46",K9280413820,A73444242,61427536X,"['37185', '37185', '37185', '28034']","4,407",824.0,05.01.2016,05.03.2016,824.0,A73444242,10.03.2016,ORELLANA SARDINAS PÁRAMO
