num,importe_total,numero_factura,cif,dni,cp,potencia_contratada,consumo,initial_date,final_date
462,83.36,R3117203232,[],43424964K,"['35414', '35414', '35414', '46002']","2,885",226,18.01.2019,17.02.2019
463,45.6,T2843622360,B12571360,72449854S,"['12231', '16441', '12231', '64424', '41080']","5,623",0,01.11.2014,31.12.2014
464,197.62,QS9209808388,B36350361,11080573R,"['36670', '36670', '13738', '13738', '13738', '36670', '36670']","3,72",668,22.09.1990,21.11.1990
465,78.77,Z5783579401,[],45289390K,"['37659', '37659', '37659', '37188']","5,283",389,18.10.2012,17.11.2012
466,206.25,D2896940084,B12960423,18051301G,"['12005', '12005', '36216', '36216', '36216', '12005', '12005']","4,04",682,29.09.2010,29.10.2010
467,195.48,TK8332706130,A62420815,54696879G,"['08140', '33684', '08140']","5,176",520,13.02.2002,14.04.2002
468,276.83,T1623244165,B87166435,70806308A,"['28001', '28001', '18490', '18490', '18490', '28001', '28001']","1,69",836,22.03.2010,21.05.2010
469,26.23,HC9396443503,[],82618924A,"['09611', '09611', '09611', '46002']","3,308",0,21.06.2002,20.08.2002
470,34.48,QD6295106161,B01620160,23560919H,"['08911', '17110', '08911']","4,196",0,08.10.2010,07.12.2010
471,255.45,AP2359479715,B91405084,64604044B,"['41018', '41018', '32897', '32897', '32897', '41018', '41018']","5,63",664,07.10.2010,06.12.2010
472,32.33,JW1843414541,[],23058159S,"['42295', '42295', '42295', '25630']","4,812",30,14.10.2012,13.11.2012
473,106.47,XL8643104819,[],41228568X,"['05298', '05298', '05298', '18015']","5,457",301,06.02.1999,08.03.1999
474,47.98,A8454304687,B74139429,78591305Y,"['33010', '33010', '17171', '17171', '17171', '33010', '33010']","4,02",106,05.12.1994,04.01.1995
475,84.38,Z1116443862,B22280259,22687353S,"['22450', '08698', '22450']","3,424",227,20.10.2018,19.11.2018
476,50.43,ZJ1539879692,A84000884,92685985X,"['28002', '31796', '28002']","6,563",123,10.03.2010,09.04.2010
477,216.43,RX9451381822,[],43128441Z,03011,"5,037",838,04.05.2002,03.07.2002
478,160.63,P7150313114,B90031063,90730686X,"['41004', '08520', '41004']","2,007",682,31.03.2000,30.05.2000
479,146.01,TU8588039648,A65067332,57831901B,"['28033', '38111', '28033']","3,435",576,20.10.2003,19.11.2003
480,57.48,A5526918001,B22411433,60475942H,"['22450', '22450', '48110', '48110', '48110', '22450', '22450']","3,46",102,13.08.2014,12.10.2014
481,220.81,SQ8087570992,A08015497,18803839M,"['08003', '14911', '08003', '43852', '41080']","2,792",658,11.07.2004,09.09.2004
482,67.12,X2671555543,F39781794,32654111E,"['39009', '37148', '39009']","3,088",164,27.11.1993,27.12.1993
483,196.76,BO7484060351,[],16258755D,"['34239', '34239', '34239', '25002']","4,429",567,05.10.1991,04.11.1991
484,76.63,R4134912723,B66296401,86089266J,"['08760', '49516', '08760']","4,577",192,17.02.1992,17.04.1992
485,126.85,M4064695068,B55567986,86098076Z,"['43206', '09245', '11095', '43206', '74452', '41080']","4,220",406,25.10.2017,24.12.2017
486,42.15,BK7038335057,[],92701646P,"['50500', '50500', '50500', '25007']","5,693",0,07.04.2015,06.06.2015
487,319.24,E8131437651,B90196270,47589542N,"['41015', '11679', '41015']","4,894",994,19.07.1997,17.09.1997
488,171.66,BW8670430723,B86459260,68640773X,"['28008', '46890', '28008']","3,158",498,01.10.2015,30.11.2015
489,254.72,S2156120065,[],59125709T,"['25337', '25337', '25337', '25173']","3,005",1038,20.06.2014,19.08.2014
490,29.65,LU1869863329,A42785949,26505874F,"['28028', '38202', '28028']","3,976",0,04.08.2009,03.10.2009
491,22.33,TZ9731935434,[],19518786C,"['47132', '47132', '47132', '43202']","4,122",19,07.12.2010,06.01.2011
492,111.08,EO5518894089,B05299193,62970937L,"['14900', '14900', '10750', '10750', '10750', '14900', '14900']","3,62",303,18.09.1999,18.10.1999
493,244.06,K9970522097,[],26366746Y,"['50611', '50611', '50611', '08011']","3,943",724,26.06.2001,25.08.2001
494,52.79,W9280013123,B78610532,34176827T,"['28001', '28001', '49027', '49027', '49027', '28001', '28001']","4,18",252,28.11.1993,28.12.1993
495,165.42,N8529394121,[],75543146Z,"['02249', '02249', '02249', '08800']","5,378",512,30.10.2010,29.11.2010
496,102.16,U5135785350,[],14733285Z,"['46008', '46008', '46008', '50018']","2,823",301,10.07.1994,09.08.1994
497,234.73,UM7169677379,[],17142586L,"['21730', '21730', '21730', '29006']","4,378",908,19.05.2021,18.06.2021
498,183.52,F1660379629,B04738209,28891898B,"['04005', '33794', '04005', '30811', '41080']","3,833",579,21.11.2017,21.12.2017
499,281.57,P1276943791,[],45447296D,"['38849', '38849', '38849', '08800']","4,228",890,04.06.2010,03.08.2010
500,70.86,D4399962761,B66527201,35127220X,"['24402', '27793', '24402']","4,504",190,29.07.1990,28.08.1990
501,10.9,LW1569467622,B84710292,12981927Z,"['28002', '14546', '28002']","2,722",0,26.06.2006,26.07.2006
502,364.89,N7325825316,F12057196,55313273K,"['12100', '36457', '12100']","3,560",1046,26.11.2002,25.01.2003
503,103.38,NK5937980582,B39793294,78823924A,"['39300', '46012', '39300', '89901', '41080']","4,134",296,23.04.1992,22.06.1992
504,33.23,QT2688519441,[],85233025Q,"['10341', '10341', '10341', '46002']","4,468",0,11.01.2010,12.03.2010
505,51.73,KV5790429924,B40657405,42672462X,"['08007', '07620', '08007', '78294', '41080']","3,452",158,24.09.2010,24.10.2010
506,253.24,H4594749931,B76299627,88658937D,"['35007', '21200', '35007']","4,010",620,30.04.1990,29.06.1990
507,32.17,PA6484255948,[],87965634H,"['00198', '33874', '33874', '33874', '00198', '00198']","3,95",0,16.03.1997,15.05.1997
508,159.89,Q8272143795,[],62288873C,"['33189', '33189', '33189', '02005']","4,311",922,06.08.1990,05.10.1990
509,39.56,JY7913510343,[],53118001F,"['44511', '44511', '44511', '46610']","3,924",122,21.09.2000,21.10.2000
510,313.34,SG6524967158,B25829904,25190108W,"['25002', '16710', '25002']","3,786",1256,28.01.2001,29.03.2001
511,174.49,IZ1422029382,[],75278287T,"['37149', '37149', '37149', '30709']","3,338",596,21.02.2006,23.03.2006
512,46.51,CU1920172184,[],16668269P,"['47132', '47132', '47132', '19174']","3,841",76,20.11.2010,19.01.2011
513,201.87,I7427286316,[],28334676X,"['40314', '40314', '40314', '03158']","3,313",540,28.11.2007,28.12.2007
514,151.85,GH1478028261,B62733126,14053638V,"['39011', '39011', '18567', '18567', '18567', '39011', '39011']","2,77",564,22.11.2014,22.12.2014
515,342.3,O7684535595,B85290997,38484768H,"['28108', '28108', '25100', '25100', '25100', '28108', '28108']","5,78",1136,08.01.2017,09.03.2017
516,216.42,G2232670965,[],96378571S,"['30878', '30878', '30878', '77056', '77066', '42004']","3,988",784,24.02.2002,25.04.2002
517,75.79,DH5551926796,A11900057,55115103L,"['51002', '31291', '51002', '59164', '41080']","4,588",126,05.07.2016,03.09.2016
518,31.14,QX8729683333,[],35714865M,50320,"4,034",0,27.01.2014,28.03.2014
519,162.7,BK5066542024,B17650995,15473103Z,"['17500', '41450', '17500', '41450', '41450', '17500', '17500']","4,30",420,28.05.2003,27.06.2003
520,185.88,D6633265319,B86787900,83483357G,"['28003', '31448', '28003']","4,723",507,25.07.2011,24.08.2011
521,67.96,S7391327081,[],96814820T,27740,"3,685",217,04.06.2004,04.07.2004
522,97.24,FI8722342350,B99505679,18161562A,"['50001', '42124', '50001']","3,843",313,11.12.2019,10.01.2020
523,195.3,MZ2225425952,[],30275637R,"['39003', '39003', '39003', '28001']","3,646",708,12.01.2021,13.03.2021
524,87.61,EN5447052238,[],77897429V,"['48419', '48419', '48419', '28046']","4,357",234,07.02.2014,08.04.2014
525,177.74,LW8673908249,B23770977,82156650Y,"['23009', '23009', '13730', '13730', '13730', '23009', '23009']","5,45",474,29.08.2011,28.10.2011
526,39.98,ZG8615604664,B55615009,53606378W,"['43206', '15317', '43206']","3,566",101,13.04.1994,13.05.1994
527,52.97,EY4541907621,[],46655105L,32134,"2,755",165,02.06.1996,02.07.1996
528,92.52,K4829700645,B88628573,50026814C,"['28028', '28028', '44115', '44115', '44115', '28028', '28028']","2,79",266,03.05.2019,02.06.2019
529,83.96,IG9825571033,A33985540,70437526A,"['33203', '27661', '33203']","3,387",186,09.09.1990,08.11.1990
530,91.32,V5116033861,B17659111,45792617P,"['17844', '46178', '17844']","2,191",322,29.08.1995,28.10.1995
531,269.68,B4540224354,B52031168,63819990G,"['52006', '39780', '52006']","2,163",896,17.05.1996,16.07.1996
532,23.44,ZY5208196690,B06688568,14745597K,"['06200', '46988', '06200']","2,829",0,02.10.2012,01.12.2012
533,346.25,I3360009079,A08015497,43430153N,"['08003', '22213', '08003']","3,967",1138,22.07.1999,20.09.1999
534,156.02,C5172448779,B98583115,52799089J,"['46023', '46023', '23614', '23614', '23614', '46023', '46023']","3,34",482,23.12.2016,21.02.2017
535,36.48,DA6931284714,B02469096,28844691T,"['02002', '49559', '02002']","4,605",51,06.04.2018,06.05.2018
536,97.78,G4010172386,B12820155,32568206E,"['12124', '44400', '12124']","4,733",262,10.01.1994,09.02.1994
537,190.29,BX9146180207,[],95006636F,"['06458', '06458', '06458', '65012', '65073', '24193']","4,814",545,08.07.2003,07.08.2003
538,82.22,IZ7857147977,A84000884,33154852F,"['28002', '08619', '28002']","2,363",281,07.11.2020,07.12.2020
539,145.69,R4553110820,B91794941,21486680B,"['41920', '45780', '41920']","4,932",433,26.06.2002,26.07.2002
540,173.52,FL3438969243,[],24765122X,"['01207', '01207', '01207', '50004']","2,215",738,20.01.2021,21.03.2021
541,53.17,LK8196580034,A95758389,82470128V,"['48009', '07559', '48009', '25226', '41080']","5,992",32,22.07.1996,20.09.1996
542,41.15,CR9908462807,[],83112476K,36947,"4,82",0,23.01.2021,24.03.2021
543,131.98,S4732307701,[],80507910K,"['36491', '36491', '36491', '43420']","4,950",467,22.04.2000,22.05.2000
544,103.45,YE5068223296,B94133535,89979769C,"['36670', '36670', '28492', '28492', '28492', '36670', '36670']","4,39",420,20.02.1995,22.03.1995
545,79.55,RD4801537019,[],31893562Z,"['46910', '46910', '46910', '25740']","2,666",222,30.10.2015,29.12.2015
546,160.42,PC3996591521,B98846363,59289635M,"['46002', '09267', '46002', '91152', '41080']","5,574",362,16.03.1995,15.05.1995
547,42.87,A3593286837,A42785949,38432112D,"['28028', '28028', '37515', '37515', '37515', '28028', '28028']","2,23",80,12.12.2003,10.02.2004
548,286.09,N8613003020,B71398531,32741548J,"['31592', '29718', '31592']","3,808",1036,04.05.2020,03.07.2020
549,86.92,H9470854011,B94042892,60073637Y,"['36700', '01260', '36700']","4,725",290,05.10.2007,04.11.2007
550,123.86,A5825291032,B12820155,44565398T,"['12124', '07828', '12124']","4,307",366,20.02.2006,21.04.2006
551,57.13,G9670993795,[],82652180R,"['02316', '02316', '02316', '38002']","3,042",193,18.10.2012,17.11.2012
552,120.11,WW5709228855,[],45119246P,"['02160', '02160', '02160', '46009']","3,638",353,22.04.1999,22.05.1999
553,92.04,Q8500779290,B84898659,65454149J,"['28036', '30387', '28036']","2,859",280,04.09.2007,03.11.2007
554,123.96,K1215456378,B66420407,49530383K,"['08130', '08130', '47300', '47300', '47300', '08130', '08130']","5,00",512,21.08.1992,20.09.1992
555,90.7,I9805082082,[],68623415V,"['92400', '92400', '43595', '43595', '43595', '92400', '92400']","2,43",245,06.03.2014,05.04.2014
556,40.71,GI2917163253,[],11682063H,"['32577', '32577', '32577', '52006']","5,168",0,02.08.2000,01.10.2000
557,53.9,JY6583301176,A22194856,88294439S,"['22300', '27100', '22300']","3,653",142,29.10.2019,28.11.2019
558,27.38,XG5990642743,B67605584,86403250R,"['08810', '50550', '08810', '66771', '41080']","3,557",44,26.01.2009,25.02.2009
559,95.32,R4680673905,B91794941,12146828E,"['41920', '21500', '41920', '21500', '21500', '41920', '41920']","4,14",262,10.09.2015,09.11.2015
560,233.94,VM7508372374,A81948077,63729366T,"['28042', '35530', '28042']","6,396",578,10.06.2021,09.08.2021
561,28.02,MB6679388901,[],51124972C,24343,"3,207",0,22.06.2012,21.08.2012
562,315.03,RX6555375364,B25445693,27696256R,"['25172', '39592', '25172', '91177', '41080']","4,908",878,01.11.2005,31.12.2005
563,423.61,X7861450737,B75106500,60074715A,"['20600', '22588', '20600']","5,369",1056,05.02.1995,06.04.1995
564,164.85,VC7238395359,B55703300,63015311A,"['43206', '42180', '43206']","5,383",384,06.04.2017,05.06.2017
565,115.36,D1119384430,B08280061,57787883S,"['75017', '06002']","1,828",676,04.02.1998,05.04.1998
566,159.01,I5176354892,[],36934772S,"['16532', '16532', '16532', '28918']","5,427",496,29.07.2016,28.08.2016
567,204.85,Q7711817384,F46004750,83940837Z,"['46610', '15293', '46610', '15293', '15293', '46610', '46610']","3,87",680,24.08.1997,23.10.1997
568,58.09,G9968023980,[],35012406N,"['28270', '28270', '28270', '12002']","5,557",80,29.07.2007,27.09.2007
569,82.08,J3540856546,B25813767,75282991N,"['25172', '25172', '32971', '32971', '32971', '25172', '25172']","3,43",243,22.04.2018,22.05.2018
570,147.34,L2872784372,A07000029,56577150W,"['07006', '24918', '07006', '24918', '24918', '07006', '07006']","3,97",528,19.10.1994,18.11.1994
571,38.59,H2166603935,[],65551783N,"['40547', '04859', '04859', '04859', '40547', '40547']","2,26",80,24.03.2021,23.05.2021
572,98.86,AX5499252302,B76615970,89072857K,"['38002', '50369', '38002']","2,942",218,20.12.1994,18.02.1995
573,231.21,L5469493891,B25816745,11864303Y,"['25170', '24135', '25170']","6,178",658,01.03.2015,30.04.2015
574,92.89,G4172710208,F46025136,19009976Q,"['46026', '46026', '47131', '47131', '47131', '46026', '46026']","3,00",250,26.05.1994,25.07.1994
575,122.09,Y8817435460,A61797536,41814602G,"['28028', '28028', '19184', '19184', '19184', '28028', '28028']","4,73",444,03.12.2011,01.02.2012
576,167.57,N8685021245,B12820155,88200305C,"['12124', '08007', '12124']","3,722",588,30.04.1996,29.06.1996
577,68.27,D3692323342,[],11933477L,22584,"4,11",243,28.06.1999,28.07.1999
578,88.06,KL4642812675,B95868188,78418643M,"['48950', '48950', '28737', '28737', '28737', '48950', '48950']","4,26",232,13.05.1990,12.07.1990
579,85.61,ZE3411725849,[],41266207K,"['27549', '27549', '27549', '03189']","5,153",241,27.11.1998,27.12.1998
580,133.56,Q7199956022,B93267300,94208575T,"['28001', '08719', '28001']","4,515",411,18.01.2019,17.02.2019
581,167.85,B8612147416,B66162421,52843484H,"['08911', '26325', '08911', '14771', '41080']","5,637",538,09.12.1994,07.02.1995
582,239.37,K2147412205,B24224248,93764309W,"['24380', '33469', '24380']","5,329",720,29.06.1990,28.08.1990
583,227.4,NA9921076501,[],14024853M,"['35423', '35423', '35423', '29070', '29003', '25170']","2,882",902,09.01.2015,10.03.2015
584,54.12,L5771455127,[],35943843H,"['05490', '05490', '05490', '29047', '29028', '25170']","2,469",181,01.11.2007,01.12.2007
585,153.24,XB2235840028,B98190051,53494528R,"['46005', '48530', '46005']","5,407",526,19.12.2010,17.02.2011
586,54.38,XO8801870482,B57688731,91134847S,"['07013', '48920', '07013']","1,444",221,06.10.1996,05.11.1996
587,101.94,FV3351486876,[],43633342L,"['09000', '09000', '22193', '22193', '22193', '09000', '09000']","2,67",248,27.04.1995,26.06.1995
588,274.52,TP9791049406,[],93327232V,"['46970', '46970', '46970', '12006']","3,487",876,28.11.1995,27.01.1996
589,83.57,AA4998811232,[],67402438H,"['70200', '30320', '70200']","3,072",282,09.08.1999,08.09.1999
590,139.95,QJ9680713479,B30001770,90862060P,"['03330', '35560', '03330']","3,879",458,17.06.1995,17.07.1995
591,74.36,ON1275261462,[],76251506C,"['23529', '23529', '23529', '36700']","2,751",200,27.05.2001,26.06.2001
592,63.41,WW9630854822,A33473752,25947143S,"['33007', '32578', '33007']","5,149",104,03.10.2009,02.12.2009
593,67.01,AW4668154301,A62943600,63381059M,"['28020', '37892', '28020']","4,700",142,18.07.2020,17.08.2020
594,101.85,SG1271564156,[],34670181G,46312,"3,685",298,18.11.1994,18.12.1994
595,193.49,G3409702107,[],28692767Z,"['45128', '15236']","4,230",736,26.02.2012,26.04.2012
596,40.08,Z5215810495,[],73974855R,24286,"2,706",46,14.12.2010,12.02.2011
597,82.87,C5349090824,B22350466,47235662X,"['22300', '25736', '22300', '63484', '41080']","3,941",228,24.08.1991,23.09.1991
598,91.82,ZO5035814482,B66040312,47995429H,"['08210', '08210', '08289', '08289', '08289', '08210', '08210']","3,20",275,17.04.2005,17.05.2005
599,13.65,TN4009336458,[],26008863A,"['32920', '32920', '32920', '28009']","3,651",0,05.02.2002,07.03.2002
600,75.26,T9015710861,B17657719,85549647C,"['17007', '46850', '17007']","5,221",189,07.06.1994,07.07.1994
601,152.99,S2420723434,F28155497,40935833L,"['28053', '31281', '28053', '79911', '41080']","3,542",368,10.02.1995,11.04.1995
602,341.28,J7861221236,B27779818,30937328M,"['36206', '16431', '36206', '65713', '41080']","4,150",1060,25.09.2009,24.11.2009
603,119.82,J9013729440,B83393066,97381799Y,"['28042', '08552', '28042']","4,306",324,31.08.2020,30.10.2020
604,64.03,B4969547078,[],73380544X,"['09193', '09193', '09193', '28007']","5,637",161,23.06.2010,23.07.2010
605,33.66,DR5920275016,[],54824413A,49129,"3,418",171,17.03.2006,16.04.2006
606,37.43,U7819276770,A62422720,43522223J,"['08400', '08400', '50335', '50335', '50335', '08400', '08400']","4,57",0,22.07.1999,20.09.1999
607,82.02,XX9882736553,B65932360,12098005M,"['08006', '08470', '08006']","4,869",193,29.05.2012,28.06.2012
608,102.56,Z1174591081,B17653213,48135884N,"['17800', '36490', '17800']","4,162",236,08.12.2016,06.02.2017
609,121.9,P4016506776,B36350361,28634226P,"['36670', '36670', '06476', '06476', '06476', '36670', '36670']","3,02",372,11.12.1993,10.01.1994
610,88.01,P9571106684,B73817033,14616341W,"['30150', '02214', '30150']","4,079",204,29.01.2013,28.02.2013
611,208.6,AS9163674721,B87996468,29726942V,"['50010', '50010', '36311', '36311', '36311', '50010', '50010']","4,99",792,26.12.2000,24.02.2001
612,32.86,Z4580493881,B22410286,82379802N,"['22440', '22440', '49310', '49310', '49310', '22440', '22440']","3,45",59,21.08.2006,20.09.2006
613,185.69,IF7281302100,B15552060,96928331Y,"['15800', '13192', '15800']","3,334",584,04.10.2020,03.12.2020
614,55.49,P2935743035,[],39512257M,"['16195', '16195', '16195', '03130']","4,032",165,20.10.1996,19.11.1996
615,182.82,ST1818305417,[],71437782N,"['03690', '03690', '03690', '46015']","4,328",496,22.11.2021,21.01.2022
616,413.26,WZ4349882956,B66552068,22900933V,"['08008', '46178', '08008']","1,167",1408,01.09.2003,31.10.2003
617,315.62,TI7336536086,B65163818,54060933P,"['08007', '44213', '08007']","3,574",994,19.10.2007,18.12.2007
618,80.55,T5512406720,B24374647,20576477X,"['24380', '20212', '24380', '14298', '41080']","4,762",282,09.01.1997,08.02.1997
619,28.25,R7302437816,A22004675,42842019B,"['36700', '33680', '36700', '59100', '41080']","3,302",58,04.10.2007,03.11.2007
620,91.75,BQ1064637343,A08015497,51188595W,"['08003', '46167', '08003']","4,137",283,24.06.1992,24.07.1992
621,14.37,WK9984524229,[],85638069F,"['27325', '27325', '27325', '25282']","3,061",0,19.03.2000,18.04.2000
622,103.87,B9871599063,B98670763,62189111D,"['28050', '03007', '28050']","4,655",344,15.08.1990,14.09.1990
623,100.72,XC1209274291,[],18524551Y,"['41970', '41970', '41970', '08915']","3,985",238,10.09.2021,09.11.2021
624,71.79,Y8344749392,B98618614,61557753R,"['46780', '21710', '46780', '21710', '21710', '36071', '46780', '46780']","3,86",272,22.01.1993,21.02.1993
625,21.92,OO4493778337,[],47655331K,"['02488', '02488', '02488', '28821']","5,756",0,24.10.1999,23.11.1999
626,89.26,L7230535102,F42212696,47839370Z,"['42004', '42004', '43595', '43595', '43595', '77093', '42004', '42004']","2,48",353,30.01.1993,01.03.1993
627,115.78,QN3526588368,A28142552,36121748H,"['28046', '24839', '28046']","4,115",310,08.06.2000,07.08.2000
628,301.86,H3771359054,B66420407,50469842E,"['08130', '01171', '08130']","4,441",1040,15.12.2016,13.02.2017
629,93.29,AN8995493647,B66589904,64095862Z,"['08174', '40236', '08174']","6,386",340,06.04.2001,06.05.2001
630,37.09,N8036616210,B98683378,64644911F,"['46007', '46007', '49430', '49430', '49430', '73029', '46007', '46007']","4,19",71,09.01.2009,08.02.2009
631,15.36,BD9564888626,[],39812497A,"['19461', '20673', '41080']","3,563",0,21.08.2004,20.09.2004
632,101.9,VQ6926761848,[],61161525V,"['40423', '40423', '40423', '41940']","2,818",332,10.05.1993,09.07.1993
633,106.87,AW5458255282,B26558056,65050602R,"['26001', '25153', '26001']","1,421",540,26.12.1990,24.02.1991
634,57.93,YI9394003496,B22216733,79525429P,"['22660', '37191', '22660']","4,817",183,12.04.1993,12.05.1993
635,23.25,GI7100797209,B55161400,43066196F,"['17244', '27347', '17244']","3,148",0,10.03.1990,09.05.1990
636,237.75,CJ8249158506,[],23205192D,"['10240', '10240', '10240', '46002']","3,384",1164,11.05.2006,10.07.2006
637,108.28,SK5746648784,[],91892867R,"['22255', '22255', '22255', '48009']","5,617",389,20.11.1991,20.12.1991
638,109.95,DR1468203387,B01813104,54914263S,"['28006', '09315', '28006']","4,942",290,02.10.2005,01.11.2005
639,82.99,B9984920350,B88628581,61706200Y,"['28028', '01520', '28028']","5,670",206,14.07.2001,13.08.2001
640,26.68,ER3460850481,A95554630,86918629L,"['48009', '39805', '48009', '51172', '41080']","3,877",38,09.06.1999,09.07.1999
641,34.25,S1921089178,[],98836672Z,"['37200', '37200', '37200', '30035', '30069', '22004']","3,746",82,30.03.2008,29.04.2008
642,108.25,QQ6264251240,F46004834,81463553Z,"['46230', '23192', '46230']","3,983",260,06.03.1993,05.05.1993
643,155.27,H8018724876,[],98695315S,"['06174', '06174', '06174', '08174']","6,433",478,03.12.1993,01.02.1994
644,99.47,T5333164804,[],74378270L,"['34170', '34170', '34170', '46002']","4,738",416,19.06.2002,18.08.2002
645,20.91,K6781002052,F55091367,29900651F,"['17003', '36460', '17003']","4,618",0,15.03.2004,14.04.2004
646,56.16,QY5253212844,B87382644,27456420D,"['28014', '37684', '28014', '37684', '37684', '28014', '28014']","4,26",190,07.08.2005,06.09.2005
647,40.15,ZO9354170443,[],25624440W,45160,"5,147",0,15.08.1994,14.10.1994
648,55.43,P6003340720,F28201374,45285803E,"['28540', '17534', '28540']","4,692",190,04.06.2003,04.07.2003
649,14.29,PH6213421069,B12595724,51951194J,"['12161', '12161', '49719', '49719', '49719', '12161', '12161']","3,15",8,05.08.1994,04.09.1994
650,77.96,SR3057100757,[],35699295Y,"['25751', '25751', '25751', '46011']","5,461",205,16.10.2013,15.11.2013
651,12.0,EX2225546152,[],26683359R,"['47185', '47185', '47185', '28014']","2,631",6,24.07.1994,23.08.1994
652,19.71,P1908364424,B43986918,98194777A,"['43420', '49709', '43420']","4,512",0,19.10.1992,17.11.1992
653,150.05,NA2095568616,B47770656,51586169K,"['47015', '47015', '29001', '29001', '29001', '47015', '47015']","2,45",668,20.08.1994,19.10.1994
654,30.89,G3274232260,[],76917579J,"['15881', '15881', '15881', '42050', '42000', '31417']","4,523",49,02.01.2002,01.02.2002
655,18.68,ZB8917563399,B22216220,17311497H,"['22661', '08389', '22661']","4,061",0,13.07.1994,12.08.1994
656,162.6,X5663227926,[],10644631R,"['50268', '50268', '50268', '03158']","4,580",450,26.12.2018,24.02.2019
657,169.35,S2257548046,A79787420,64004050H,"['29230', '28050', '28050', '16150', '41080']","5,492",464,24.11.1992,23.01.1993
658,132.04,HX7494841990,B25428905,75096399L,"['25740', '31007', '25740']","3,281",328,11.06.1999,10.08.1999
659,212.81,QR1982240555,B85551273,26584444D,"['08011', '08011', '15530', '15530', '15530', '08011', '08011']","3,66",710,21.07.1996,19.09.1996
660,260.65,X9893109819,A19240621,88399458Q,"['28703', '26121', '28703']","5,271",816,08.10.1993,07.12.1993
661,88.86,Z2402974656,[],85320949B,19442,"4,287",251,02.05.2007,01.06.2007
662,73.7,ZE6866439520,B91794941,55403313Q,"['41920', '06891', '41920', '06891', '06891', '41920', '41920']","3,88",195,30.05.1991,29.06.1991
663,437.76,IZ8874914510,[],74398149A,"['09442', '09442', '09442', '12161']","3,059",1268,02.09.2010,31.10.2010
664,137.43,WN7787420729,B17653213,51620456S,"['17800', '39490', '17800']","3,204",377,07.08.2016,06.09.2016
665,240.19,D7381379661,B27512417,78303982E,"['27297', '33116', '27297']","5,972",632,03.03.2017,02.05.2017
666,134.49,NE9730973502,B71321707,49108724K,"['31417', '31417', '42162', '42162', '42162', '42075', '31417', '31417']","2,01",464,15.02.2005,16.04.2005
667,197.87,C6230470020,A12783460,65217184V,"['12002', '12002', '37488', '37488', '37488', '12002', '12002']","4,76",534,08.06.2005,07.08.2005
668,41.99,K6293972755,F03013349,38785386A,"['03158', '43371', '03158']","5,664",51,07.01.2002,06.02.2002
669,121.92,UN8757126871,B54691589,64906951P,"['03330', '22700', '03330', '60301', '41080']","2,626",421,27.02.2009,29.03.2009
670,129.86,F6177769685,[],91450807R,"['18012', '18012', '18012', '28045']","3,301",453,01.04.1994,01.05.1994
671,49.19,B5243970633,B16322042,55949348P,"['16320', '24379', '16320']","4,839",28,29.01.2020,30.03.2020
672,95.07,R7029625863,B98618614,59439611K,"['46780', '42240', '46780', '92239', '41080']","4,562",384,25.01.2002,24.02.2002
673,11.89,HZ2504915940,[],72326445R,"['70200', '27520', '70200']","2,551",0,07.10.2019,06.11.2019
674,190.82,JM3583612681,[],84177259L,"['31160', '31160', '31160', '08911']","6,525",498,12.04.1998,11.06.1998
675,150.61,G5813755230,[],87545287L,"['03560', '03560', '03560', '28044']","4,445",478,21.12.1996,20.01.1997
676,299.8,NS3827737436,B64906431,97323357F,"['08014', '24880', '08014', '95632', '41080']","2,634",1328,17.11.2020,16.01.2021
677,20.37,NB6964753288,B26558056,57764231F,"['26001', '26001', '34486', '34486', '34486', '26001', '26001']","3,01",34,20.05.2010,19.06.2010
678,189.35,K2228159124,B26500231,85114117H,"['26500', '46133', '26500']","4,828",522,26.11.1997,25.01.1998
679,95.1,E7575375304,F03013356,56119503D,"['03410', '25798', '03410']","3,195",210,18.03.1995,17.05.1995
680,85.54,XE5767987379,B98470727,18634476Z,"['46001', '46001', '37429', '37429', '37429', '46001', '46001']","4,82",313,15.03.1992,14.04.1992
681,126.09,CZ9050190623,B01945096,33485923Q,"['28830', '39611', '28830']","2,867",411,17.11.2014,17.12.2014
682,129.07,P2672567424,B01804400,14657135V,"['28045', '28045', '27786', '27786', '27786', '28045', '28045']","5,59",406,13.10.2014,12.12.2014
683,135.97,O7858308556,B88110341,36770470W,"['28029', '25572', '28029']","2,287",447,01.12.2014,31.12.2014
684,144.31,Z5231002650,B39540760,16260925V,"['39011', '34259', '39011']","5,558",426,09.05.2016,08.07.2016
685,215.62,E1199260719,B86855962,51515740H,"['28221', '15106', '28221']","2,867",650,19.11.2004,18.01.2005
686,70.63,KN8694667118,B95960365,34097219H,"['48902', '42313', '48902']","3,871",124,25.07.2001,23.09.2001
687,237.18,JP9627094914,B37547619,50104465T,"['37188', '37188', '19133', '19133', '19133', '37188', '37188']","4,49",692,14.04.1996,13.06.1996
688,64.58,PR8154995312,B73852972,96167316S,"['30850', '30850', '08758', '08758', '08758', '30850', '30850']","3,90",166,04.09.2013,04.10.2013
689,276.16,TW6112519146,[],99324716K,"['30749', '30749', '30749', '28039']","4,872",990,05.03.2017,04.05.2017
690,123.06,NC4724276917,[],81573180T,"['13179', '13179', '13179', '11518']","5,017",482,30.03.1998,29.04.1998
